lineId,speakerId,expressionId,backgroundPath,text,nextLineId,choice1Text,choice1NextLineId,choice2Text,choice2NextLineId,affectionChanges,branches,revealSpeakerName,nextScenePath
chapter_kayo_3_029,doute,normal,,（霞む視界の中でカヨちゃんの悲痛な顔が目に入った。）,chapter_kayo_3_030,,,,,,,,
chapter_kayo_3_030,doute,normal,,（カヨちゃんとの特訓の中でついた傷が痛む。）,chapter_kayo_3_031,,,,,,,,
chapter_kayo_3_031,doute,normal,,（結果が出たそのときで気が緩んで出た言葉は——）,chapter_kayo_3_032,,,,,,,,
chapter_kayo_3_032,doute,normal,,お前のせいだ。,,,,,,,,,Assets/Scenes/GameMap/Title.unity
chapter_kayo_3_033,doute,normal,,休ませる……カヨちゃんはたしかにすごく疲れてそうですけど、ドジを治すことを諦めさせるのはカヨちゃんが可哀想じゃないですか……！,chapter_kayo_3_034,,,,,,,,
chapter_kayo_3_034,doute,normal,,カヨちゃんのドジは昔からのもので、カヨちゃんもそれを気にしてます！,chapter_kayo_3_035,,,,,,,,
chapter_kayo_3_035,,,,▷▶︎▷『カヨのドジ』,chapter_kayo_3_036,,,,,,,,
chapter_kayo_3_036,doute,normal,,カヨはよくドジをするが、幼少期は今とは違いミスもなく完璧だったようだ。,chapter_kayo_3_037,,,,,,,,
chapter_kayo_3_037,doute,normal,,それにカヨちゃんのご家族も、ドジが治ることを望んでいるはずです……！,chapter_kayo_3_038,,,,,,,,
chapter_kayo_3_038,,,,▷▶︎▷『カヨの家族』,chapter_kayo_3_039,,,,,,,,
chapter_kayo_3_039,doute,normal,,父と姉とカヨの3人家族のようだ。ドジを治そうと頑張るカヨのことを心配しているらしい。,chapter_kayo_3_040,,,,,,,,
chapter_kayo_3_040,doute,normal,,それにカヨちゃんのドジは頑張らなきゃ治らないじゃないですか！,chapter_kayo_3_041,,,,,,,,
chapter_kayo_3_041,,,,▷▶︎▷『大葉カヨ』,chapter_kayo_3_042,,,,,,,,
chapter_kayo_3_042,doute,normal,,カヨは相当な努力家のようだが、疲労が溜まっているようだ。もしかしたら過労のせいでミスが増えたのかもしれない。,,,,,,,,,
